,@ASSETID,@ASSETNAME,@LEASENAME,@STATUS,@ALARMCOLOR,@COLUMNCOUNT,@MODULENAME,@MODULEURL,@SAMPLETIME
49,2913,MP-2288,WASTE MANAGEMENT 2Y-201,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2913&amp;ANm=MP-2288&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2913&amp;ANm=MP-2288&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
50,10829,MP-2311,"COCKROFT 33,34,43,44-11",Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=10829&amp;ANm=MP-2311&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=66|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=10829&amp;ANm=MP-2311&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=66,12/29/1899 06:00 PM
51,2622,MP-2322,GUTTERSEN 31T-401,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2622&amp;ANm=MP-2322&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2622&amp;ANm=MP-2322&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
52,2789,MP-2333,"LAWLEY 33,43 -4 &amp; 44-4D",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2789&amp;ANm=MP-2333&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2789&amp;ANm=MP-2333&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
53,2623,MP-2340,LEFFLER 1I-204,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2623&amp;ANm=MP-2340&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2623&amp;ANm=MP-2340&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
54,10857,MP-235,"KREPS 23,33,34,43,44-6",Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=10857&amp;ANm=MP-235&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=10857&amp;ANm=MP-235&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
55,2836,MP-239,GUTTERSEN PAD 4 31Y-301,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2836&amp;ANm=MP-239&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2836&amp;ANm=MP-239&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
56,10925,MP-2450,"BINDER 11,12,21-10DU &amp; 10 ADU",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=10925&amp;ANm=MP-2450&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=10925&amp;ANm=MP-2450&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
57,10933,MP-2461,PETERSON 14X-434,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=10933&amp;ANm=MP-2461&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=10933&amp;ANm=MP-2461&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
58,10944,MP-2473,"PURVIS 10-1,10DD,10TD,10WD &amp; 10XD",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=10944&amp;ANm=MP-2473&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=10944&amp;ANm=MP-2473&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
59,3046,MP-2495,GOLD 9VDU &amp; GREAT WESTERN SUGAR 6,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3046&amp;ANm=MP-2495&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3046&amp;ANm=MP-2495&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
60,10968,MP-254,GUTTERSEN 6R-323,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=10968&amp;ANm=MP-254&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=10968&amp;ANm=MP-254&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
61,3299,MP-2551,BERNHARDT 6O-243,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3299&amp;ANm=MP-2551&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3299&amp;ANm=MP-2551&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
62,11059,MP-2673,"SCHAEFER(WEST) 34,43,-7D:7DD,7TD, 7XD",Standby,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11059&amp;ANm=MP-2673&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=66|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11059&amp;ANm=MP-2673&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=66,12/29/1899 06:00 PM
63,11102,MP-2730,STONEBREAKER 28U-234,Standby,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11102&amp;ANm=MP-2730&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11102&amp;ANm=MP-2730&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
64,11118,MP-2756,SPAUR 10Y-241,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11118&amp;ANm=MP-2756&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11118&amp;ANm=MP-2756&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
65,11123,MP-276,WELLS RANCH 34F-402,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11123&amp;ANm=MP-276&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11123&amp;ANm=MP-276&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
66,11126,MP-2764,GUTTERSEN PAD 31Q-401,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11126&amp;ANm=MP-2764&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11126&amp;ANm=MP-2764&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
67,11139,MP-2789,"COCKROFT 41-19,19V,19C; CHRISTENSEN 8-19",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11139&amp;ANm=MP-2789&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11139&amp;ANm=MP-2789&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
68,2537,MP-2877,"OWL CREEK 10, 10-2 BATTERY",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2537&amp;ANm=MP-2877&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2537&amp;ANm=MP-2877&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
69,11202,MP-288,BECKER RANCH 5J-303,ACTIVE,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11202&amp;ANm=MP-288&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11202&amp;ANm=MP-288&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
70,11211,MP-2893,"BAYS FAMILY TRUST 32-1,FABRIZIUS 31,41-1",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11211&amp;ANm=MP-2893&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=66|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11211&amp;ANm=MP-2893&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=66,12/29/1899 06:00 PM
71,2517,MP-2920,"ANDERSON 2K,2AD,2GDD/CARLSON13-2D",Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2517&amp;ANm=MP-2920&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2517&amp;ANm=MP-2920&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
72,3052,MP-2941,SPAUR 10T-201,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3052&amp;ANm=MP-2941&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3052&amp;ANm=MP-2941&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
73,11251,MP-295,BECKER RANCH 5J-203,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11251&amp;ANm=MP-295&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11251&amp;ANm=MP-295&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
74,2829,MP-2987,"BINDER 22-10DU,10CDU &amp; 10NDU,32-10DU,",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2829&amp;ANm=MP-2987&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2829&amp;ANm=MP-2987&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
75,11292,MP-3012,"WELLS RANCH 31,32,41,42-2",Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11292&amp;ANm=MP-3012&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=66|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11292&amp;ANm=MP-3012&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=66,12/29/1899 06:00 PM
76,11312,MP-3040,NORTH STONEBREAKER 28V-414,Standby,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11312&amp;ANm=MP-3040&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11312&amp;ANm=MP-3040&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
77,11316,MP-3047,"CLARK 11,12-27",Released,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11316&amp;ANm=MP-3047&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11316&amp;ANm=MP-3047&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
78,11379,MP-3139,DALTON 24Q-441,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11379&amp;ANm=MP-3139&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11379&amp;ANm=MP-3139&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
79,11384,MP-3146,GUTTERSEN 6M-303,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11384&amp;ANm=MP-3146&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11384&amp;ANm=MP-3146&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
80,11386,MP-3149,RUFF 21&amp;22-3 &amp; VEGA 11-3,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11386&amp;ANm=MP-3149&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11386&amp;ANm=MP-3149&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
81,2562,MP-3150,LEFLER 34-1CH,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2562&amp;ANm=MP-3150&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2562&amp;ANm=MP-3150&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
82,2577,MP-3160,"ANDERSON 33,34,43-34",Released,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2577&amp;ANm=MP-3160&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2577&amp;ANm=MP-3160&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
83,11405,MP-3174,BECKER RANCH 5U-303,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11405&amp;ANm=MP-3174&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11405&amp;ANm=MP-3174&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
84,11409,MP-3178,4049 CARSON AVE.,Released,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11409&amp;ANm=MP-3178&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11409&amp;ANm=MP-3178&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
85,11414,MP-3182,WILDHORSE 5-64-15-16-1BHZ &amp;,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11414&amp;ANm=MP-3182&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11414&amp;ANm=MP-3182&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
86,3022,MP-3202,"LEFFLER 33,34-2 &amp;2SD",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3022&amp;ANm=MP-3202&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3022&amp;ANm=MP-3202&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
87,11428,MP-3205,DILLARD 20T-221,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11428&amp;ANm=MP-3205&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11428&amp;ANm=MP-3205&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
88,2672,MP-3210,4049 CARSON AVE.,Released,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2672&amp;ANm=MP-3210&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2672&amp;ANm=MP-3210&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
89,11466,MP-3264,"EHRLICH 5E-423,5E-323,5J-243,5J-303",Released,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11466&amp;ANm=MP-3264&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11466&amp;ANm=MP-3264&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
90,2588,MP-3297,DAVIS PAD 9H-E266,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2588&amp;ANm=MP-3297&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2588&amp;ANm=MP-3297&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
91,11499,MP-3302,"EHRLICH 5E-423,5E-323,5J-243,5J-303",Released,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11499&amp;ANm=MP-3302&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11499&amp;ANm=MP-3302&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
92,11502,MP-3304,"COORS ENERGY EAST 25TD,25XD,25YD",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11502&amp;ANm=MP-3304&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11502&amp;ANm=MP-3304&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
93,2951,MP-332,WASTE MANAGEMENT 2Q-201,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2951&amp;ANm=MP-332&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2951&amp;ANm=MP-332&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
94,11527,MP-3334,RICHTER 34R-423,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11527&amp;ANm=MP-3334&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11527&amp;ANm=MP-3334&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
95,11535,MP-335,"ZEILER 13,13,23,24-7DU,7HDU, LDU, PDU",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11535&amp;ANm=MP-335&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11535&amp;ANm=MP-335&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
96,2529,MP-3384,CARLSON 3334-7,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2529&amp;ANm=MP-3384&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2529&amp;ANm=MP-3384&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
97,11559,MP-3392,GUTTERSEN 31T-301,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11559&amp;ANm=MP-3392&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11559&amp;ANm=MP-3392&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
98,2642,MP-3453,BERNHARDT 6G-323,Active,666600,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2642&amp;ANm=MP-3453&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2642&amp;ANm=MP-3453&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
99,11599,MP-3461,BERNHARDT 6K-323,Active,666600,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11599&amp;ANm=MP-3461&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11599&amp;ANm=MP-3461&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
100,3425,MP-3463,PETERSON 14W-234,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3425&amp;ANm=MP-3463&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3425&amp;ANm=MP-3463&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
