,@ASSETID,@ASSETNAME,@LEASENAME,@STATUS,@ALARMCOLOR,@COLUMNCOUNT,@MODULENAME,@MODULEURL,@SAMPLETIME
101,11602,MP-3464,PETERSON 14X-414,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11602&amp;ANm=MP-3464&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11602&amp;ANm=MP-3464&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
102,2997,MP-3476,BERNHARDT 6K-403,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2997&amp;ANm=MP-3476&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2997&amp;ANm=MP-3476&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
103,11615,MP-3491,BERNHARDT 6G-403,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11615&amp;ANm=MP-3491&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11615&amp;ANm=MP-3491&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
104,3343,MP-3507,PETERSON 14X-304,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3343&amp;ANm=MP-3507&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3343&amp;ANm=MP-3507&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
105,11626,MP-3509,PETERSON 14W-434,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11626&amp;ANm=MP-3509&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11626&amp;ANm=MP-3509&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
106,11636,MP-3527,BERNHARDT 6K-243,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11636&amp;ANm=MP-3527&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11636&amp;ANm=MP-3527&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
107,11645,MP-3551,CERVI 13-31H,Active,0000FF,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11645&amp;ANm=MP-3551&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11645&amp;ANm=MP-3551&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
108,11646,MP-3557,"GROVES 33, 34, 43 &amp; 44-34",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11646&amp;ANm=MP-3557&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11646&amp;ANm=MP-3557&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
109,11651,MP-3571,THORNTON 12 &amp; 13-22,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11651&amp;ANm=MP-3571&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11651&amp;ANm=MP-3571&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
110,11656,MP-361,"SIMONSEN 12E-223, 1I-421",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11656&amp;ANm=MP-361&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11656&amp;ANm=MP-361&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
111,11658,MP-3613,ARMKNECHT 14-32H,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11658&amp;ANm=MP-3613&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11658&amp;ANm=MP-3613&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
112,3773,MP-3676,BECKER RANCH 5R-323,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3773&amp;ANm=MP-3676&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3773&amp;ANm=MP-3676&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
113,2784,MP-3682,BECKER RANCH 5M-303,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2784&amp;ANm=MP-3682&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2784&amp;ANm=MP-3682&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
114,2549,MP-3687,"LEFFLER 14-1H,24-1H",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2549&amp;ANm=MP-3687&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2549&amp;ANm=MP-3687&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
115,2994,MP-3742,BECKER RANCH 5R-243,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2994&amp;ANm=MP-3742&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2994&amp;ANm=MP-3742&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
116,11715,MP-3743,COORS ENERGY 14-25H,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11715&amp;ANm=MP-3743&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11715&amp;ANm=MP-3743&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
117,11732,MP-3768,"HEYDE 1, 31, 32, 41, 42-26, 26RD, 26VD",Released,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11732&amp;ANm=MP-3768&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11732&amp;ANm=MP-3768&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
118,2804,MP-3769,ANDERSON 31-10H,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2804&amp;ANm=MP-3769&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2804&amp;ANm=MP-3769&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
119,11734,MP-3772,WILSON 14-34H,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11734&amp;ANm=MP-3772&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11734&amp;ANm=MP-3772&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
120,11749,MP-3795,BERNHARDT 6K-443,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11749&amp;ANm=MP-3795&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11749&amp;ANm=MP-3795&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
121,11754,MP-3802,"EDWARDS 11, 12, 21, 22-15",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11754&amp;ANm=MP-3802&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11754&amp;ANm=MP-3802&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
122,11758,MP-3817,PETERSON 14X-234,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11758&amp;ANm=MP-3817&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11758&amp;ANm=MP-3817&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
123,11775,MP-384,ANDERSON 34R-403,Standby,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11775&amp;ANm=MP-384&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11775&amp;ANm=MP-384&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
124,11793,MP-3862,4049 CARSON AVE.,Released,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11793&amp;ANm=MP-3862&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11793&amp;ANm=MP-3862&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
125,11794,MP-3863,"LEFFLER 33,43-35 &amp; 35D",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11794&amp;ANm=MP-3863&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11794&amp;ANm=MP-3863&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
126,2959,MP-3864,"GOLD 22-9U, 32-9U, 9NU",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2959&amp;ANm=MP-3864&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2959&amp;ANm=MP-3864&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
127,11795,MP-3865,PETERSON 14Y-414,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11795&amp;ANm=MP-3865&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11795&amp;ANm=MP-3865&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
128,11799,MP-3869,WILSON 34-34H,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11799&amp;ANm=MP-3869&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11799&amp;ANm=MP-3869&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
129,2931,MP-3898,RICHTER 34R-223,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2931&amp;ANm=MP-3898&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2931&amp;ANm=MP-3898&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
130,11822,MP-3901,"WILSON 11,12,21 &amp; 22-30",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11822&amp;ANm=MP-3901&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11822&amp;ANm=MP-3901&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
131,11823,MP-3902,"GADDIS 36E-403, 36E-323, 36J-223",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11823&amp;ANm=MP-3902&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11823&amp;ANm=MP-3902&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
132,11824,MP-3903,BERNHARDT 6O-443,Active,666600,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11824&amp;ANm=MP-3903&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11824&amp;ANm=MP-3903&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
133,11825,MP-3904,STATE 6525-22-32;32D,ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11825&amp;ANm=MP-3904&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=58|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11825&amp;ANm=MP-3904&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=58,12/29/1899 06:00 PM
134,2918,MP-3932,"HIGHPOINTE 10A, B, KD, LD, PD;B&amp;B 10-12,",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2918&amp;ANm=MP-3932&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2918&amp;ANm=MP-3932&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
135,11842,MP-3933,BECKER RANCH 5U-243,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11842&amp;ANm=MP-3933&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11842&amp;ANm=MP-3933&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
136,2893,MP-3934,WILSON 24-30H,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2893&amp;ANm=MP-3934&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2893&amp;ANm=MP-3934&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
137,2787,MP-3951,KNOX FIELD,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2787&amp;ANm=MP-3951&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2787&amp;ANm=MP-3951&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
138,11873,MP-3976,GUTTERSON 24-33-34-43-44-18 &amp;18D,ACTIVE,666600,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11873&amp;ANm=MP-3976&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11873&amp;ANm=MP-3976&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
139,3139,MP-3996,"VILLAGE 31, 32, 41, 42-16DU; 16 SDU,",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3139&amp;ANm=MP-3996&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3139&amp;ANm=MP-3996&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
140,3129,MP-4011,DIANA 6T-401,Released,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3129&amp;ANm=MP-4011&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3129&amp;ANm=MP-4011&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
141,3131,MP-4013,DIANA 6T-321,Active,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3131&amp;ANm=MP-4013&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3131&amp;ANm=MP-4013&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
142,11929,MP-406,"WITWER 34, 44-6D; 43-6",ACTIVE,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11929&amp;ANm=MP-406&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11929&amp;ANm=MP-406&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
143,2518,MP-4099,RICHTER 34U-303,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2518&amp;ANm=MP-4099&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2518&amp;ANm=MP-4099&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
144,11967,MP-412,4049 CARSON AVE.,Released,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=11967&amp;ANm=MP-412&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=11967&amp;ANm=MP-412&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
145,3055,MP-4177,WASTE MANAGEMENT 2Q-321,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3055&amp;ANm=MP-4177&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3055&amp;ANm=MP-4177&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
146,2983,MP-4203,SIMONSON/SCHAEFER 7J-243,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=2983&amp;ANm=MP-4203&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=2983&amp;ANm=MP-4203&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
147,3043,MP-4207,GUTTERSEN 31T-221,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=3043&amp;ANm=MP-4207&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=3043&amp;ANm=MP-4207&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
148,12008,MP-4208,"HEINRICY 11,12,21,22-7U,7AU,FDU,KDU&amp;NDU",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12008&amp;ANm=MP-4208&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=65|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12008&amp;ANm=MP-4208&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=65,12/29/1899 06:00 PM
149,12016,MP-4257,"SCHAEFER 10E-223,10M-243,10J-403",ACTIVE,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12016&amp;ANm=MP-4257&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=69|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12016&amp;ANm=MP-4257&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=69,12/29/1899 06:00 PM
150,12018,MP-4259,BECKER RANCH 5J-343,ACTIVE,FF0000,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12018&amp;ANm=MP-4259&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12018&amp;ANm=MP-4259&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
151,12021,MP-4261,"OCHSNER 22-19, BIJOU 14, 24-19DU, 19BDU",Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12021&amp;ANm=MP-4261&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12021&amp;ANm=MP-4261&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
152,12023,MP-4263,GUTTERSON 31Q-221,Active,666666,0,|Field Data|Runtime Report,|https://csi.m2mops.com/Components/Modules/Custom/CSI/FieldData/FieldData.asp?AId=12023&amp;ANm=MP-4263&amp;MId=33&amp;MNm=Field Data&amp;SMR=1&amp;ATId=57|https://csi.m2mops.com/Components/Modules/TabPageFrameset/TabPageMasterScroll.asp?AId=12023&amp;ANm=MP-4263&amp;MId=16&amp;MNm=Runtime Report&amp;SMR=1&amp;ATId=57,12/29/1899 06:00 PM
